"period_begin","period_end","period_duration","region_type","region_type_id","table_id","is_seasonally_adjusted","region","city","state","state_code","property_type","property_type_id","median_sale_price","median_sale_price_mom","median_sale_price_yoy","median_list_price","median_list_price_mom","median_list_price_yoy","median_ppsf","median_ppsf_mom","median_ppsf_yoy","median_list_ppsf","median_list_ppsf_mom","median_list_ppsf_yoy","homes_sold","homes_sold_mom","homes_sold_yoy","pending_sales","pending_sales_mom","pending_sales_yoy","new_listings","new_listings_mom","new_listings_yoy","inventory","inventory_mom","inventory_yoy","months_of_supply","months_of_supply_mom","months_of_supply_yoy","median_dom","median_dom_mom","median_dom_yoy","avg_sale_to_list","avg_sale_to_list_mom","avg_sale_to_list_yoy","sold_above_list","sold_above_list_mom","sold_above_list_yoy","price_drops","price_drops_mom","price_drops_yoy","off_market_in_two_weeks","off_market_in_two_weeks_mom","off_market_in_two_weeks_yoy","parent_metro_region","parent_metro_region_metro_code","last_updated"
"2012-10-01","2012-10-31",30,"place",6,17420,"f","San Jose, CA","San Jose","California","CA","Single Family Residential",6,581500,0.011304347826087,0.211458333333333,520000,-0.00952380952380949,0.268602098072701,363.354860944618,0.0476822897278255,0.222933151388228,342.232515053265,0.0176437749202918,0.231763138830792,552,0.121951219512195,0.192224622030237,547,0.16135881104034,0.27803738317757,549,0.095808383233533,0.0319548872180451,554,-0.119236883942766,-0.585949177877429,1,-0.3,-1.9,15,2,-18,1.01838906824176,-0.00299990226882074,0.0223948435168571,0.583333333333333,-0.0182926829268293,0.229121670266379,0.222021660649819,0.0153443951490246,-0.0462892511588502,0.59963436928702,0.0348785306458311,0.176737173025338,"San Jose, CA",41940,"2023-02-12 14:58:17"
"2014-06-01","2014-06-30",30,"place",6,9170,"f","Indianapolis, IN","Indianapolis","Indiana","IN","Single Family Residential",6,125000,0.0245901639344261,0.0748065348237317,122900,-0.0168,0.025020850708924,68.4015661522517,0.013000025967034,0.0990888015827718,67.8766877593116,-0.0447641069903666,-0.00306114853511075,1042,-0.0151228733459358,-0.0501367365542388,704,0.0292397660818713,0.0429629629629629,1435,-0.0528052805280528,0.103846153846154,5135,0.0367454068241471,0.00706020788389883,4.9,0.2,0.300000000000001,70,-1,-4,0.963507588487457,-0.00135660316020847,-0.00130321258902266,0.0940499040307102,-0.0259879031526547,-0.0226319555864275,NA,NA,NA,0.0440340909090909,-0.0100594763423711,0.0218118686868687,"Indianapolis, IN",26900,"2023-02-12 14:58:17"
"2015-04-01","2015-04-30",30,"place",6,8903,"f","Houston, TX","Houston","Texas","TX","Townhouse",13,289912,0.00489428076256493,-0.00493564441393513,269000,0,0.170073945193562,147.135799745023,-0.0567007272035872,-0.0318641021693572,129.62556690056,-0.017354573495755,0.175357623184574,284,0.168724279835391,0.0364963503649636,286,-0.00348432055749126,-0.0803858520900321,340,0,-0.0835579514824798,661,-0.0434153400868307,0.276061776061776,2.3,-0.5,0.4,26,10,6,0.981469207681643,-0.00313089203251615,-0.0107782265252113,0.190140845070423,0.0214165652350316,-0.0908810527397964,0.270801815431165,0.043594868976751,0.124083668713018,0.506993006993007,0.0679686167491045,-0.0524925235536168,"Houston, TX",26420,"2023-02-12 14:58:17"
"2022-05-01","2022-05-31",30,"place",6,30794,"f","Dallas, TX","Dallas","Texas","TX","Single Family Residential",6,551500,0.131862493586455,0.212087912087912,450000,0,0.139240506329114,269.291487712632,0.0990452109636915,0.248779077034844,251.934651762683,-0.0123413540582098,0.172268726444989,952,0.12,-0.032520325203252,963,0.0377155172413792,-0.0604878048780488,1202,0.0299914310197087,0.0799640610961365,1240,0.192307692307692,-0.0205371248025277,1.3,0.1,0,14,-1,-7,1.05097878758196,0.00262924562500388,0.0362926280889608,0.683823529411765,0.0202941176470588,0.147238163558106,0.249193548387097,0.0540012406947891,0.0580403098404933,0.545171339563863,-0.0442683156085509,0.0661469493199605,"Dallas, TX",19124,"2023-02-12 14:58:17"
"2014-07-01","2014-07-31",30,"place",6,30794,"f","Dallas, TX","Dallas","Texas","TX","Townhouse",13,280000,0.0769230769230769,-0.0938511326860841,245000,-0.0392156862745098,-0.0196078431372549,153.872167737572,0.0496280013527224,0.0816921493530118,128.587094152164,-0.0495421547738625,-0.0268266627510223,55,-0.126984126984127,-0.17910447761194,49,-0.19672131147541,0,63,-0.192307692307692,0,133,0.0472440944881889,-0.23121387283237,2.4,0.4,-0.2,28,0,-11,0.977069661135128,0.00328760750899271,-1.14808315199166e-06,0.2,0.0412698412698413,0.0955223880597015,0.195488721804511,-0.0171097033923391,-0.0472858446694772,0.204081632653061,-0.0582134493141519,0.0204081632653061,"Dallas, TX",19124,"2023-02-12 14:58:17"
"2022-06-01","2022-06-30",30,"place",6,29470,"f","Chicago, IL","Chicago","Illinois","IL","Condo/Co-op",3,360000,0.0256410256410255,0.0746268656716418,349900,-0.000285714285714334,0.0321533923303834,302.777777777778,0.00199732055474255,0.049932652200976,245.857843137255,-0.041427664995893,0.0154501429362464,2109,-0.00142045454545459,-0.119415448851775,1719,-0.0591133004926109,-0.0708108108108109,2180,-0.070362473347548,-0.182602174728159,5789,-0.0188135593220339,0.0491119971003986,2.7,-0.0999999999999996,0.4,55,-1,35,0.996474631253134,-0.000106498473222971,0.00648382321189267,0.366050260787103,-0.0132111028492607,0.034943788970819,0.173605113145621,0.0295373165354515,-0.0561882902614105,0.0709714950552647,-0.0018254398106357,-0.358758234674465,"Chicago, IL",16984,"2023-02-12 14:58:17"
"2023-01-01","2023-01-31",30,"place",6,30818,"f","Austin, TX","Austin","Texas","TX","Condo/Co-op",3,424750,-0.000588235294117667,-0.0455056179775281,608336.5,0.0224142857142857,0.106066363636364,396.523113087896,-0.0150913413337409,-0.0152061229991767,379.14691943128,0.0622799694135856,0.0978185692602074,80,-0.238095238095238,-0.56989247311828,82,-0.211538461538462,-0.514792899408284,190,0.979166666666667,-0.0155440414507773,514,0.0686070686070686,0.797202797202797,6.4,1.8,4.9,68,3,30,0.971562938337807,0.00527981736908267,-0.0431195562381587,0.075,-0.0297619047619048,-0.392741935483871,0.28988326848249,0.0799040585032803,0.184988163587385,0.170731707317073,0.113039399624765,-0.184297878481743,"Austin, TX",12420,"2023-02-12 14:58:17"
"2016-03-01","2016-03-31",30,"place",6,16657,"f","San Antonio, TX","San Antonio","Texas","TX","Single Family Residential",6,175250,0.0248538011695907,0.0308823529411764,197456.5,0.0673324324324325,0.114,95.7016062809012,0.0486161716778741,0.0583002627896321,99.3355408388521,-0.00987501570379934,0.0594878631127413,1270,0.291963377416073,0.151405258386219,1135,0.310623556581986,0.0737937559129611,1702,0.257945306725795,0.133155792276964,3208,0.0466557911908645,0.0626035110963896,2.5,-0.6,-0.2,41,-12,4,0.9802038005948,0.0039159017636835,-0.000186797659996518,0.224409448818898,0.0290890012095385,0.0303931296892512,0.214463840399002,0.00956987628807263,0.0432150825321592,0.290748898678414,0.0355525938285295,0.00598068675788427,"San Antonio, TX",41700,"2023-02-12 14:58:17"
"2018-04-01","2018-04-30",30,"place",6,3105,"f","Charlotte, NC","Charlotte","North Carolina","NC","Single Family Residential",6,240000,0,0.0360233968617125,269000,0.00749063670411987,0.0979591836734695,126.630851880276,-0.0342988447112462,0.0368380660015348,140.21164021164,0.0328544786553615,0.143695790878519,1423,0.0200716845878137,0.034909090909091,NA,NA,NA,1685,-0.0633685380767093,-0.0896812533765532,3323,0.0224615384615385,-0.265797613787008,2.3,0,-1,44,-4,-9,0.992555009713779,0.000960724403942903,-0.000476716204048433,0.329585382993675,0.0148900424918832,-0.0202327988245065,0.174240144447788,0.0145478367554805,0.0436612668516768,0.279179810725552,-0.0116994004494685,0.24668883599631,"Charlotte, NC",16740,"2023-02-12 14:58:17"
"2017-02-01","2017-02-28",30,"place",6,30749,"f","New York, NY","New York","New York","NY","Multi-Family (2-4 Unit)",4,827500,0.014093137254902,0.216911764705882,749000,0.0402777777777779,0.0871616227592713,359.26367862381,0.0497112596751201,0.244235905741575,617.395437262357,0.0609322212934176,0.0522922816385283,360,-0.121951219512195,-0.0886075949367089,223,-0.115079365079365,-0.138996138996139,611,0.0149501661129567,0.0552677029360966,2770,0.0228951255539143,0.0236511456023651,7.7,1.1,0.8,99,3,18,0.960959685789413,0.00179667523750415,0.00334262007610286,0.144444444444444,-0.018970189701897,0.0254571026722925,0.0703971119133574,-0.0130593134928464,-0.00794730789447703,0.242152466367713,-0.0276888034735568,0.0297972540125007,"New York, NY",35614,"2023-02-12 14:58:17"
"2013-11-01","2013-11-30",30,"place",6,30827,"f","Fort Worth, TX","Fort Worth","Texas","TX","Townhouse",13,126500,-0.00393700787401574,0.138613861386139,150000,0.000667111407605114,0.111111111111111,84.4951415293621,-0.0201403755418518,0.171340717229095,76.5417218709592,0.0147995693148204,0.0816553853869759,7,-0.222222222222222,0.166666666666667,12,2,3,11,-0.153846153846154,-0.266666666666667,51,-0.120689655172414,-0.0377358490566038,7.3,0.899999999999999,-1.5,62,-17,-60,0.978669304963537,0.0481327687074781,0.010676605279776,0.142857142857143,0.142857142857143,0.142857142857143,0.137254901960784,-0.0696416497633536,-0.0325564187939326,0.333333333333333,0.0833333333333333,0,"Fort Worth, TX",23104,"2023-02-12 14:58:17"
"2012-01-01","2012-01-31",30,"place",6,30818,"f","Austin, TX","Austin","Texas","TX","All Residential",-1,205000,-0.0765765765765766,-0.0238095238095238,229000,0.0542210273360892,0.0413824465666213,117.80487804878,-0.0390506692945716,0.0185241705057939,129.943379081126,0.0508041712365452,0.0135583568327842,539,-0.346666666666667,0,585,0.291390728476821,0.21875,1034,0.820422535211268,-0.0245283018867924,2705,0.00371057513914663,-0.284580798730495,5,1.7,-2,65,-2,-13,0.96102745632197,-0.00376721022020277,0.00186060236560104,0.10760667903525,-0.0172418058132344,-0.00371057513914656,0.215896487985213,0.0544864694323369,-0.018433054463875,0.406837606837607,0.122069394917077,0.10892094017094,"Austin, TX",12420,"2023-02-12 14:58:17"
"2012-10-01","2012-10-31",30,"place",6,30794,"f","Dallas, TX","Dallas","Texas","TX","Multi-Family (2-4 Unit)",4,121500,-0.167523124357657,-0.0376237623762377,214450,0.0830808080808081,0.191719922200611,61.5615615615616,-0.284767698230066,-0.211794613311269,113.866742596811,0.0106544113371476,0.0614774548480461,22,0.833333333333333,0.375,14,0.166666666666667,0.272727272727273,23,-0.0416666666666666,0.352941176470588,78,-0.142857142857143,-0.327586206896552,3.5,-4.1,-3.8,78,-11,34,0.989480731772764,0.0769157019548784,0.0446630243040038,0.181818181818182,0.181818181818182,0.119318181818182,0.153846153846154,0,-0.122015915119363,0,-0.25,-0.272727272727273,"Dallas, TX",19124,"2023-02-12 14:58:17"
"2013-10-01","2013-10-31",30,"place",6,30827,"f","Fort Worth, TX","Fort Worth","Texas","TX","All Residential",-1,143750,-0.00862068965517238,0.118546473174338,149900,0.0162711864406779,0.0784172661870504,74.1116007305188,0.00387531898611804,0.103107271382112,75.4254575833523,-0.0192953774808008,0.0970975648487609,876,0.0416171224732462,0.2,710,-0.0850515463917526,0.24780316344464,967,-0.033,0.0914221218961626,2934,-0.0310435931307794,-0.0544634224943603,3.3,-0.3,-1,47,1,-9,0.974550535628008,-0.000627436021552685,0.00152498703392001,0.139269406392694,-0.0521693569842382,-0.0484018264840183,0.215064758009543,-0.00124964093365354,0.0165471943614608,0.185915492957746,0.0106577609989836,0.0154409762617887,"Fort Worth, TX",23104,"2023-02-12 14:58:17"
"2015-03-01","2015-03-31",30,"place",6,30794,"f","Dallas, TX","Dallas","Texas","TX","Single Family Residential",6,298611,0.0843794825238311,0.161910505836576,310000,0.0763926263632859,0.192307692307692,141.093474426808,0.0689507382153309,0.126255092331392,154.964733241082,0.0140997204132529,0.115161306757525,757,0.323426573426573,0.0147453083109919,706,0.258467023172906,-0.0221606648199446,907,0.123915737298637,-0.1142578125,1582,0.0031705770450221,-0.181159420289855,2.1,-0.7,-0.5,30,-5,1,0.98630689265084,0.0101621995557413,0.00579515011013454,0.244385733157199,0.0380920268634932,0.0191846607711405,0.194690265486726,0.0177720663744872,0.000590886604738078,0.347025495750708,-0.0647392101316447,-0.0172404322271311,"Dallas, TX",19124,"2023-02-12 14:58:17"
"2015-05-01","2015-05-31",30,"place",6,3105,"f","Charlotte, NC","Charlotte","North Carolina","NC","Single Family Residential",6,2e+05,0.0309278350515463,0.0471204188481675,215000,-0.0442320515670149,0.0755377688844423,103.240926252063,0.00298138829876926,0.0282308462746614,110.085635748925,-0.0136327036896284,0.0639957453904509,1372,0.0993589743589745,0.113636363636364,NA,NA,NA,1636,-0.0683371298405467,0.021223470661673,5185,0.0242986961675227,-0.0583000363240102,3.8,-0.3,-0.7,65,2,-11,0.977238324325691,0.00156285117430111,0.00305393642245377,0.212099125364431,0.0109773304926366,0.0327160084813146,0.142719382835101,0.00858267797536202,-0.0230997235942486,0.0301204819277108,0.00171139101861994,0.00527576143081643,"Charlotte, NC",16740,"2023-02-12 14:58:17"
"2022-01-01","2022-01-31",30,"place",6,5155,"f","Denver, CO","Denver","Colorado","CO","Multi-Family (2-4 Unit)",4,1150000,0.300537178399774,0.651705565529623,550000,0.0784313725490196,0.111111111111111,390.159717740539,0.0610090522006945,0.197386719962345,363.849765258216,0.102142967966076,0.0907018583161756,10,-0.285714285714286,1,6,-0.4,0.2,7,2.5,-0.222222222222222,8,-0.111111111111111,-0.578947368421053,0.8,0.2,-3,43,35,-69,0.989882165933935,0.00692374814099139,-0.0144949220620365,0.2,-0.0142857142857143,0,0.375,0.152777777777778,-0.0460526315789473,0.666666666666667,0.566666666666667,0.0666666666666667,"Denver, CO",19740,"2023-02-12 14:58:17"
"2014-02-01","2014-02-28",30,"place",6,11203,"f","Los Angeles, CA","Los Angeles","California","CA","Condo/Co-op",3,453000,0.1325,0.330396475770925,534900,0.0111531190926275,0.191314031180401,394.388152766952,0.127703624318005,0.358068759936692,342.390647213144,0.0246080488179903,0.202521900998379,317,0.0325732899022801,-0.0890804597701149,371,0.104166666666667,-0.0535714285714286,528,-0.0276243093922652,0.095435684647303,1005,0.00701402805611218,0.443965517241379,3.2,-0.0999999999999996,1.2,38,-4,18,0.986605163749877,-0.0101443453564671,-0.0155751970785575,0.252365930599369,-0.0831389553941163,-0.118323724573045,0.196019900497512,-0.0254229852740306,0.0710199004975124,0.466307277628032,0.0347596585804133,-0.105121293800539,"Los Angeles, CA",31084,"2023-02-12 14:58:17"
"2020-01-01","2020-01-31",30,"place",6,8907,"f","Jacksonville, FL","Jacksonville","Florida","FL","Multi-Family (2-4 Unit)",4,132000,0.0153846153846153,-0.0648677177459062,214900,0.0745,0.113471502590674,69.1823899371069,-0.423125302370585,0.139369450216405,126.9831506979,0.0254367998569107,0.0641210250009292,1,0,-0.5,NA,NA,NA,2,0,-0.6,12,-0.0769230769230769,0.0909090909090908,12,-1,6.5,173,149,26,1,0,0.0329130090231463,0,0,-0.5,NA,NA,NA,NA,NA,NA,"Jacksonville, FL",27260,"2023-02-12 14:58:17"
"2012-08-01","2012-08-31",30,"place",6,5155,"f","Denver, CO","Denver","Colorado","CO","Multi-Family (2-4 Unit)",4,225000,-0.305555555555556,0.607142857142857,250000,-0.0347490347490348,0.0638297872340425,117.093913418513,0.10377108694484,0.433814862100814,157.791297743619,-0.024629606040606,0.145231724653805,2,-0.8,-0.5,7,-0.3,0,12,0.5,0.5,31,-0.0606060606060606,-0.138888888888889,15.5,12.2,6.5,5,-18,-133,1.15978198508319,0.193326136545719,0.285434966240132,0.5,0.1,0.25,0.451612903225806,0.0273704789833822,0.0905017921146953,0.428571428571429,0.228571428571429,0,"Denver, CO",19740,"2023-02-12 14:58:17"
"2021-01-01","2021-01-31",30,"place",6,30749,"f","New York, NY","New York","New York","NY","Multi-Family (2-4 Unit)",4,910000,-0.0298507462686567,-0.0360169491525424,749900,0.0147496617050067,-0.0260988368770747,403.843494742238,-0.0532390536260373,-0.0247576555680401,589.74358974359,0.0820615756974379,-0.0299544692068058,428,-0.213235294117647,-0.0488888888888889,375,0.146788990825688,0.431297709923664,673,0.413865546218487,-0.0587412587412588,2760,-0.123809523809524,-0.106217616580311,6.4,0.600000000000001,-0.5,77,7,-17,0.961632683080468,0.00446563562630486,-0.00461584512295388,0.142523364485981,0.0303910115448048,-0.00192107995846313,0.158695652173913,0.0212353347135956,0.0149132687542239,0.218666666666667,0.117749235474006,0.00874300254452928,"New York, NY",35614,"2023-02-12 14:58:17"
"2021-03-01","2021-03-31",30,"place",6,4664,"f","Columbus, OH","Columbus","Ohio","OH","Multi-Family (2-4 Unit)",4,202750,-0.140889830508475,0.251543209876543,219900,0,0.105025125628141,95.3776761792395,-0.123337151031815,0.387104592075387,145.348837209302,0.00848157654765536,0.125964749002793,44,0.0731707317073171,0.333333333333333,34,0,0.36,50,0.19047619047619,-0.0740740740740741,74,0,-0.221052631578947,1.7,-0.1,-1.2,38,6,-45,0.983379843243954,-0.0144242923798078,0.0630750252540755,0.363636363636364,0.0221729490022173,0.272727272727273,0.135135135135135,-0.0135135135135135,-0.0332859174964438,0.352941176470588,-0.088235294117647,0.0329411764705883,"Columbus, OH",18140,"2023-02-12 14:58:17"
"2013-09-01","2013-09-30",30,"place",6,16904,"f","San Diego, CA","San Diego","California","CA","Multi-Family (2-4 Unit)",4,485000,-0.0849056603773585,0.246786632390745,449000,-0.00200044454323178,0.151429670470573,262,-0.231245043616178,0.0619756995893486,337.087712939471,0.0152288766177004,0.243667419564583,35,-0.239130434782609,-0.0277777777777778,54,0.421052631578947,0.102040816326531,77,0.262295081967213,0.1,186,-0.0158730158730159,0.0508474576271187,5.3,1.2,0.399999999999999,40,10,19,0.953882316764006,-0.0176869701784235,-0.0305860946900645,0.171428571428571,-0.0677018633540373,-0.0785714285714286,0.209677419354839,0.013910223587643,-0.0219609987242573,0.314814814814815,0.130604288499025,-0.154572940287226,"San Diego, CA",41740,"2023-02-12 14:58:17"
"2016-08-01","2016-08-31",30,"place",6,30794,"f","Dallas, TX","Dallas","Texas","TX","Townhouse",13,380000,0.027027027027027,0.381818181818182,305000,-0.0615384615384615,0.130886169818317,169.075777485764,-0.0979578790354085,0.24921455739482,167.898627243928,-0.0137962357412215,0.123632595282194,49,-0.0754716981132075,-0.0754716981132075,54,0.2,0.0800000000000001,65,-0.0845070422535211,-0.10958904109589,219,-0.00904977375565608,0.684615384615385,4.5,0.3,2,26,-5,-1,0.974063405195232,-0.0121997999624117,0.00108378205459136,0.204081632653061,-0.0789372352714671,0.0342703118983443,0.210045662100457,0.00642575259819417,0.0177379697927643,0.333333333333333,0.0222222222222222,0.0133333333333333,"Dallas, TX",19124,"2023-02-12 14:58:17"
"2017-04-01","2017-04-30",30,"place",6,3105,"f","Charlotte, NC","Charlotte","North Carolina","NC","Single Family Residential",6,231655,0.0114260515722282,0.146806930693069,245000,-0.0196078431372549,0.0429970200085144,122.131754256107,0.0185048112509252,0.118562172715107,122.595222724338,-0.0187252674825977,0.0397674529259158,1375,-0.0575736806031528,0.0307346326836582,NA,NA,NA,1851,-0.029874213836478,0.0416432189082723,4526,0.0927088363109609,-0.00418041804180413,3.3,0.5,-0.1,53,0,-7,0.993031725917827,0.00394602266654587,0.0121913655175596,0.349818181818182,0.0413877500155773,0.0971944936622597,0.130578877596111,0.0101056762441075,0.0150673264409959,0.0324909747292419,-0.00205617746496915,0.00298944878824493,"Charlotte, NC",16740,"2023-02-12 14:58:17"
"2019-09-01","2019-09-30",30,"place",6,30818,"f","Austin, TX","Austin","Texas","TX","Multi-Family (2-4 Unit)",4,431250,0.105769230769231,0.241185782126925,4e+05,0.0126184921857497,0.0526592805073818,212.053565053989,0.221898229903931,0.271215301031213,241.208791208791,0.0359054736261848,0.051600917068543,28,-0.2,-0.125,37,0,0.37037037037037,37,-0.244897959183674,-0.195652173913043,73,-0.109756097560976,-0.342342342342342,2.6,0.3,-0.9,21,-5,6,0.964298335355309,-0.0264705545848766,-0.0195688165142948,0.214285714285714,-0.128571428571429,-0.00446428571428573,0.342465753424658,0.110758436351487,0.108231519190423,0.405405405405405,-0.108108108108108,-0.15015015015015,"Austin, TX",12420,"2023-02-12 14:58:17"
"2021-12-01","2021-12-31",30,"place",6,17151,"f","San Francisco, CA","San Francisco","California","CA","All Residential",-1,1476500,-0.0228325612177366,0.10268857356236,1179000,-0.0170699681110486,-0.0635424940428911,1043.21344257742,-0.0056871875433967,0.0628967150788804,952.775476387738,-0.0290764193001144,-0.0213750167660756,544,-0.246537396121884,-0.168195718654434,351,-0.404074702886248,-0.4384,179,-0.538659793814433,-0.30078125,903,-0.261651676206051,-0.149717514124294,1.7,0,0.0999999999999999,32,11,-13,1.07321001907545,-0.0145377885425741,0.0510652014616197,0.597426470588235,-0.0701635571125957,0.154001394135636,0.0764119601328904,-0.0601375083871424,-0.0676558364772791,0.233618233618234,-0.146687369098235,0.0640182336182336,"San Francisco, CA",41884,"2023-02-12 14:58:17"
"2021-02-01","2021-02-28",30,"place",6,5155,"f","Denver, CO","Denver","Colorado","CO","Single Family Residential",6,570000,0.138609757486109,0.2,515000,0.0404040404040404,9.70968055151733e-05,308.529186823592,0.0731266080680664,0.186457767215928,337.669094693028,0.0122208236585089,0.0800187610848753,569,0.175619834710744,0.126732673267327,642,0.171532846715329,0.103092783505155,659,0.111298482293423,-0.0531609195402298,297,-0.045016077170418,-0.527070063694268,0.5,-0.1,-0.7,5,-4,-8,1.02713833225548,0.0210067534025491,0.0308953416115448,0.597539543057997,0.178118055454691,0.249024691572848,0.232323232323232,-0.0667121374516873,-0.0304156211799524,0.844236760124611,0.0340177820224208,0.0830683752448855,"Denver, CO",19740,"2023-02-12 14:58:17"
"2018-09-01","2018-09-30",30,"place",6,30749,"f","New York, NY","New York","New York","NY","Single Family Residential",6,585000,-0.016641452344932,0.0483870967741935,820000,0.171428571428571,0.0314465408805031,369.15504511895,-0.0287502183895603,0.061984693198567,750,0.465594988031309,0.053370786516854,676,-0.162329615861214,-0.0287356321839081,520,-0.174603174603175,-0.148936170212766,1018,-0.039622641509434,0.074973600844773,3862,0.015514067841178,0.141590304463494,5.7,1,0.8,47,4,0,0.963015525087508,-0.00316081951931546,-0.0122447944922042,0.134615384615385,-0.0512582213325708,-0.0694076038903625,0.220611082340756,-0.00394847590273589,0.0269959478447466,0.196153846153846,-0.0435286935286935,-0.0444353518821604,"New York, NY",35614,"2023-02-12 14:58:17"
"2012-04-01","2012-04-30",30,"place",6,5155,"f","Denver, CO","Denver","Colorado","CO","All Residential",-1,235000,0.053811659192825,0.146341463414634,249900,-0.0384763370527126,0.0416840350145895,142.479435957697,0.0805999426334929,0.198719977799073,158.21578345406,0.0256913850616167,0.0836886125182368,1044,0.157427937915743,0.11063829787234,1109,0.0840664711632453,0.412738853503185,1365,-0.0387323943661971,-0.013728323699422,2404,-0.0123253903040262,-0.414800389483934,2.3,-0.4,-2.1,27,-14,-34,0.982076382841345,0.00354361729665076,0.0137935694356367,0.188697318007663,-0.00642463321184936,0.0599739137523437,0.164309484193012,0.00325771755373472,-0.037735306459374,0.51668169522092,0.00935031692179955,0.129420548724104,"Denver, CO",19740,"2023-02-12 14:58:17"
"2018-10-01","2018-10-31",30,"place",6,29470,"f","Chicago, IL","Chicago","Illinois","IL","Multi-Family (2-4 Unit)",4,270000,0.0424710424710424,0.125,270000,-0.096989966555184,-0.0181818181818182,115.277777777778,0.0223411484879374,0.0876025093330253,186.055555555556,-0.0976367587859031,-0.0323267924049027,315,0.0227272727272727,-0.0625,318,0.0743243243243243,0.0192307692307692,484,0.0146750524109014,0.0779510022271714,1386,-0.0184135977337111,0.0523917995444192,4.4,-0.199999999999999,0.5,37,3,-2,0.981322526265845,0.00651645260622713,0.0156630989696737,0.26031746031746,-0.0253968253968254,-0.00753968253968251,0.291486291486291,0.0202398325627787,0.0485098298310143,0.345911949685535,-0.0121961584225735,-0.0643444605708757,"Chicago, IL",16984,"2023-02-12 14:58:17"
"2021-01-01","2021-01-31",30,"place",6,8903,"f","Houston, TX","Houston","Texas","TX","Condo/Co-op",3,119900,-0.167361111111111,-0.000833333333333353,299000,0.0872727272727272,0.0833333333333333,115.027829313544,-0.122999943779165,-0.109784625312575,158.768142495239,0.0708545845285564,0.137592202390304,179,-0.190045248868778,0.217687074829932,193,0.109195402298851,0.34965034965035,371,0.552301255230126,0.358974358974359,1055,0.0394088669950738,0.15553121577218,5.9,1.3,-0.3,38,-20,-28,0.951352700184504,-0.00241370551502884,-0.000112372554500806,0.0391061452513966,-0.00161783664905584,-0.00851290236765097,0.204739336492891,0.0421777601382112,-0.0121281333866271,0.393782383419689,0.0374605443392294,0.100076089713395,"Houston, TX",26420,"2023-02-12 14:58:17"
"2020-12-01","2020-12-31",30,"place",6,30818,"f","Austin, TX","Austin","Texas","TX","Single Family Residential",6,510000,0.0851063829787233,0.24390243902439,465000,0.0110893672537509,0.10859458815115,274.305555555556,0.105748919417061,0.253327675935308,290.148538157195,0.0141703554657306,0.24166372565294,1039,0.0473790322580645,0.130576713819369,766,-0.118527042577675,0.434456928838951,579,-0.192468619246862,0.283813747228381,848,-0.284388185654008,-0.180676328502415,0.8,-0.4,-0.3,34,-1,5,1.00966548286597,0.00133102517666073,0.0269370385524521,0.448508180943215,0.00697592287869853,0.241761717395881,0.143867924528302,-0.0637270121805589,-0.0744895633944034,0.315926892950392,0.0121294245959613,-0.11853003588856,"Austin, TX",12420,"2023-02-12 14:58:17"
"2012-09-01","2012-09-30",30,"place",6,8903,"f","Houston, TX","Houston","Texas","TX","All Residential",-1,167400,-0.00357142857142856,0.039751552795031,161000,0.00625000000000009,0.0740493662441628,85.7471310731501,0.0289655728778009,0.0761174125982576,87.4587458745875,0.0460370595367774,0.111809843545583,1648,-0.235266821345708,0.0820748522652659,1382,-0.140547263681592,0.301318267419962,2014,-0.137842465753425,-0.0706045223811721,7026,-0.0536099137931034,-0.249519333475753,4.3,0.9,-1.8,50,2,-27,0.966020649009919,-0.00253767248407089,0.0125346668985772,0.142597087378641,-0.0077509404635866,0.0342582823884898,NA,NA,NA,0.334298118668596,0.00842747190242704,0.0668781563333796,"Houston, TX",26420,"2023-02-12 14:58:17"
"2022-11-01","2022-11-30",30,"place",6,5155,"f","Denver, CO","Denver","Colorado","CO","Multi-Family (2-4 Unit)",4,912500,0.25,0.0253385021630428,565500,0.0189189189189189,0.0300546448087431,429.355958408438,0.22454671973475,0.322983732467381,361.305361305361,-0.0144326437737945,0.0309246309246309,4,-0.555555555555556,-0.666666666666667,5,0.25,-0.583333333333333,6,0.2,-0.6,17,0,-0.0555555555555556,4.3,2.4,2.8,19,1,-17,1.00392589625694,0.03269661990483,0.00683476050332088,0.25,0.25,-0.0833333333333333,0.764705882352941,NA,0.264705882352941,0,-0.5,-0.666666666666667,"Denver, CO",19740,"2023-02-12 14:58:17"
"2021-03-01","2021-03-31",30,"place",6,8903,"f","Houston, TX","Houston","Texas","TX","Condo/Co-op",3,158000,0.215384615384615,0.161764705882353,327500,0.0547504025764896,0.110169491525424,148.504197984653,0.104662753870517,0.148749908258039,169.849985110185,0.0336395677656951,0.156816114804501,262,0.505747126436782,0.884892086330935,239,0.405882352941176,0.707142857142857,407,0.403448275862069,0.47463768115942,1046,-0.00190839694656486,0.0244857982370226,4,-2,-3.3,54,2,7,0.962512382837777,0.00753536809328292,0.00691452546277882,0.0458015267175573,0.0113187680968676,-0.0117524301169751,0.217973231357553,0.05289689547969,0.0122925261665634,0.389121338912134,-0.034408072852572,0.0748356246264196,"Houston, TX",26420,"2023-02-12 14:58:17"
