"period_begin","period_end","period_duration","region_type","region_type_id","table_id","is_seasonally_adjusted","region","city","state","state_code","property_type","property_type_id","median_sale_price","median_sale_price_mom","median_sale_price_yoy","median_list_price","median_list_price_mom","median_list_price_yoy","median_ppsf","median_ppsf_mom","median_ppsf_yoy","median_list_ppsf","median_list_ppsf_mom","median_list_ppsf_yoy","homes_sold","homes_sold_mom","homes_sold_yoy","pending_sales","pending_sales_mom","pending_sales_yoy","new_listings","new_listings_mom","new_listings_yoy","inventory","inventory_mom","inventory_yoy","months_of_supply","months_of_supply_mom","months_of_supply_yoy","median_dom","median_dom_mom","median_dom_yoy","avg_sale_to_list","avg_sale_to_list_mom","avg_sale_to_list_yoy","sold_above_list","sold_above_list_mom","sold_above_list_yoy","price_drops","price_drops_mom","price_drops_yoy","off_market_in_two_weeks","off_market_in_two_weeks_mom","off_market_in_two_weeks_yoy","parent_metro_region","parent_metro_region_metro_code","last_updated"
"2022-04-01","2022-04-30",30,"place",6,16163,"f","Seattle, WA","Seattle","Washington","WA","Townhouse",13,869975,0.0545151515151514,0.177232746955345,849000,0.0290909090909091,0.062578222778473,622.160664819945,0.00420870398225737,0.183222917046793,578.767123287671,0.00401013437492193,0.095295654136428,220,-0.254237288135593,-0.2,223,-0.0346320346320347,-0.212014134275618,259,0.0836820083682008,-0.238235294117647,154,0.262295081967213,-0.396078431372549,0.7,0.3,-0.2,6,0,-1,1.05743516299582,0.00905763168788765,0.034117500457469,0.604545454545454,0.0791217257318951,0.168181818181818,0.149350649350649,0.0509899936129444,-0.0349630761395467,0.883408071748879,0.0435812319220391,0.137825032879621,"Seattle, WA",42644,"2023-02-12 14:58:17"
"2014-09-01","2014-09-30",30,"place",6,16163,"f","Seattle, WA","Seattle","Washington","WA","Condo/Co-op",3,285000,-0.0391099123398516,0.043956043956044,474875,0.0792613636363637,0.0917294097361918,384.615384615385,0.0427350427350428,0.100178890876566,299.582467082467,0.00598065869559106,0.102134772001654,222,-0.0512820512820513,0.144329896907216,222,0.0325581395348837,0.00452488687782804,251,0.0458333333333334,-0.0271317829457365,408,-0.033175355450237,-0.184,1.8,0,-0.8,25,3,5,0.988145637106848,-0.00610885391909455,-0.00572645671817051,0.189189189189189,-0.033033033033033,-0.0736974087489551,0.343137254901961,0.0587770653285011,-0.0108627450980392,0.513513513513513,-0.0167190446260214,0.0338755044637397,"Seattle, WA",42644,"2023-02-12 14:58:17"
"2015-03-01","2015-03-31",30,"place",6,8907,"f","Jacksonville, FL","Jacksonville","Florida","FL","Multi-Family (2-4 Unit)",4,35500,-0.21978021978022,-0.788690476190476,160000,0.0666666666666667,0.10382890651949,20.4257767548907,-0.542103466154099,NA,95.2211135969977,0.0610896750698107,0.102138007826229,1,0,0,1,NA,-0.666666666666667,2,1,-0.333333333333333,7,-0.222222222222222,-0.222222222222222,7,-2,-2,22,-87,-20,1,0.09,0.138461538461538,0,0,0,0.857142857142857,-0.0317460317460317,0.746031746031746,0,NA,-0.333333333333333,"Jacksonville, FL",27260,"2023-02-12 14:58:17"
"2014-10-01","2014-10-31",30,"place",6,8907,"f","Jacksonville, FL","Jacksonville","Florida","FL","Townhouse",13,114800,-0.113510090772551,-0.00173913043478258,140000,-0.036144578313253,0.166666666666667,86.3788732394366,0.00408177751454564,0.0934549130074565,86.2268518518518,-0.022934972009046,0.130156716577076,99,0.151162790697674,0.137931034482759,101,0.87037037037037,0.87037037037037,102,-0.0973451327433629,0.0736842105263158,374,-0.183406113537118,-0.122065727699531,3.8,-1.5,-1.1,113,24,28,0.976168027151855,-0.0047705156866571,-0.00679717089818366,0.212121212121212,-0.0553206483439041,-0.0407523510971787,0.155080213903743,0.0873946243840927,NA,0.188118811881188,0.03997066373304,0.151081774844151,"Jacksonville, FL",27260,"2023-02-12 14:58:17"
"2013-02-01","2013-02-28",30,"place",6,16904,"f","San Diego, CA","San Diego","California","CA","Townhouse",13,344000,0.148580968280468,0.482758620689655,440000,0.0526315789473684,0.205809810907098,269.790270615697,0.0791610824627891,0.249266134444212,314.679901900017,0.0601925945936168,0.22294482490053,56,-0.176470588235294,-0.422680412371134,85,0.287878787878788,-0.158415841584158,101,0.402777777777778,-0.234848484848485,103,0.0957446808510638,-0.602316602316602,1.8,0.4,-0.9,14,-6,-49,0.996007121175433,0.0117070660026645,0.0303568574902182,0.303571428571429,0.00945378151260501,0.148932253313697,0.116504854368932,-0.085622805205536,-0.142182404318327,0.682352941176471,0.136898395721925,0.117996505532906,"San Diego, CA",41740,"2023-02-12 14:58:17"
"2018-02-01","2018-02-28",30,"place",6,16163,"f","Seattle, WA","Seattle","Washington","WA","All Residential",-1,708350,-0.00930069930069932,0.161229508196721,699950,0.0369629629629629,0.126226870474658,482.622029133657,0.0858995655507284,0.152260094556606,468.726713859911,0.0134819975219573,0.149208735039748,626,0.192380952380952,0.0162337662337662,715,0.258802816901408,-0.00278940027894004,800,0.109570041608877,0.0389610389610389,483,0.0829596412556053,-0.0547945205479452,0.8,0,0,7,-4,-1,1.07605548072742,0.0502983465550206,0.0363108833375538,0.635782747603834,0.224354176175262,0.0951983320194183,0.159420289855072,0.0338597517384805,-0.0284466377378825,0.87972027972028,0.0557766177484488,0.0582418975724416,"Seattle, WA",42644,"2023-02-12 14:58:17"
"2020-08-01","2020-08-31",30,"place",6,16163,"f","Seattle, WA","Seattle","Washington","WA","All Residential",-1,766500,0.0220340678022601,0.114341789634368,735000,-0.0067500456084163,0.0706482155863073,495.967741935484,0.041277509684218,0.0900112869696021,496.461084433774,-0.00185192498051856,0.0539212171350278,1155,-0.0228426395939086,0.141304347826087,1276,0.0232558139534884,0.504716981132076,1692,0.0681818181818181,0.807692307692308,1986,0.170300530347672,0.0740941049215793,1.7,0.3,-0.1,8,0,-14,1.01645218377928,0.00172372250930009,0.0241666289902285,0.376623376623377,-0.0125475201617333,0.148362507058159,0.350956696878147,0.0292124423112643,-0.0124830002554387,0.677899686520376,0.0211234234891011,0.22624874312415,"Seattle, WA",42644,"2023-02-12 14:58:17"
"2015-09-01","2015-09-30",30,"place",6,16657,"f","San Antonio, TX","San Antonio","Texas","TX","Multi-Family (2-4 Unit)",4,270000,0.5,0.301204819277108,175000,0.0180337405468296,0.105495893872394,92.1658986175115,0.552483358934972,0.699987560036595,96.3114754098361,0.0170605107071284,0.0912183670221232,3,2,0.5,NA,NA,NA,8,0.142857142857143,-0.111111111111111,25,0.19047619047619,-0.0384615384615384,8.3,-12.7,-4.7,56,30,-208,0.951269674737212,0.0732208942494074,-0.0487303252627878,0,0,0,0.92,0.300952380952381,0.496923076923077,NA,NA,NA,"San Antonio, TX",41700,"2023-02-12 14:58:17"
"2016-04-01","2016-04-30",30,"place",6,17420,"f","San Jose, CA","San Jose","California","CA","Single Family Residential",6,950000,0.043956043956044,0.124925991711072,799000,0.000579810328137587,0.103248299906797,555.480378890392,0.00321398511731696,0.103909958269483,523.826647873214,0.0131811558291637,0.120196035327815,509,0.25990099009901,-0.111692844677138,570,0.165644171779141,-0.0387858347386172,659,0.0248833592534992,0.0122887864823349,689,0.1024,0.307400379506641,1.4,-0.1,0.5,17,3,7,1.04422702652267,0.00276137950929733,-0.0226914553374955,0.742632612966601,5.83555408586456e-05,-0.0374720990752836,0.158200290275762,0.022200290275762,0.000705034108779035,0.529824561403509,-0.055042514261113,-0.196988254785361,"San Jose, CA",41940,"2023-02-12 14:58:17"
"2017-12-01","2017-12-31",30,"place",6,8903,"f","Houston, TX","Houston","Texas","TX","Multi-Family (2-4 Unit)",4,254000,0.0852381969664602,0.827338129496403,228000,-0.105882352941176,0.0387243735763099,106.103958035289,0.487286055466413,0.508392774582793,117.633492511396,-0.064449467233316,0.0186140412997953,21,0.5,0.5,11,-0.3125,-0.153846153846154,24,0.142857142857143,0.5,79,-0.112359550561798,-0.102272727272727,3.8,-2.6,-2.5,44,23,-4,0.929611529114212,-0.0145977894869106,-0.0147592658606495,0,0,-0.0714285714285714,0.10126582278481,-0.0785094581140663,-0.00100690448791715,0.545454545454545,0.295454545454545,0.391608391608392,"Houston, TX",26420,"2023-02-12 14:58:17"
"2016-10-01","2016-10-31",30,"place",6,16904,"f","San Diego, CA","San Diego","California","CA","Condo/Co-op",3,424000,0.0586766541822721,0.194366197183099,525000,-0.0437158469945356,0.0115606936416186,393.962854906426,0.0321105566173976,0.131575236261348,396.482497561797,0.0214751104005759,0.0619721474780937,542,-0.0655172413793104,0.150743099787686,470,-0.0978886756238004,0.0491071428571428,483,-0.10720887245841,-0.0397614314115308,769,-0.0942285041224971,-0.300909090909091,1.4,-0.1,-0.9,26,3,-7,0.984094823961912,0.0004308133820492,0.00430315031644857,0.206642066420664,-0.0019786232345082,0.0580221088835092,0.252275682704811,-0.0221648355519612,-0.0222697718406431,0.463829787234043,0.055000612569935,0.1178476443769,"San Diego, CA",41740,"2023-02-12 14:58:17"
"2020-10-01","2020-10-31",30,"place",6,16163,"f","Seattle, WA","Seattle","Washington","WA","Single Family Residential",6,846000,0.00118343195266268,0.0611476952022578,730000,1.36988177921182e-05,0.0429316379741409,445.40526862531,-0.0307981354713263,0.0470696569782392,477.272727272727,-0.0453043274402776,0.0251271336809775,781,0.0427236315086783,0.446296296296296,733,-0.0733249051833123,0.390891840607211,754,-0.105575326215896,0.47265625,658,-0.0532374100719425,-0.144343302990897,0.8,-0.1,-0.6,7,0,-5,1.02113685829021,-0.00715467414915594,0.0221685906472614,0.471190781049936,-0.042827910538849,0.152672262531417,0.477203647416413,0.0441101222365572,0.014264765751914,0.660300136425648,-0.0438717978347818,0.147966170581246,"Seattle, WA",42644,"2023-02-12 14:58:17"
"2022-11-01","2022-11-30",30,"place",6,8907,"f","Jacksonville, FL","Jacksonville","Florida","FL","All Residential",-1,290000,-0.0333333333333333,0.0371959942775393,285000,-0.0803484995159729,0.0354223433242506,188.23296462912,-0.00949982843338126,0.112594825867156,186.590436590437,-0.0278395213518593,0.0537624916471515,1008,-0.229946524064171,-0.424,858,-0.119096509240246,-0.484684684684685,1110,-0.233425414364641,-0.283870967741935,3661,-0.0276228419654715,0.557209698000851,3.6,0.7,2.3,43,6,15,0.965478511096392,-0.00397441257895359,-0.0288629468892361,0.130952380952381,-0.0187802393684746,-0.237047619047619,0.403168533187654,0.0132614946750375,0.210909919831635,0.224941724941725,-0.0389186446681313,-0.137220437220437,"Jacksonville, FL",27260,"2023-02-12 14:58:17"
